result_type,identifier,value
nonpositive_forward_transfer,A18-g1-domain_leave_out-surface,0.0
nonpositive_forward_transfer,A18-g1-generator_leave_out-adversarial,0.0
nonpositive_forward_transfer,A18-g1-generator_leave_out-structural,0.0
nonpositive_forward_transfer,A18-g1-generator_leave_out-surface,0.0
nonpositive_forward_transfer,A18-g1-long_horizon_recurrence-adversarial,0.0
nonpositive_forward_transfer,A18-g1-long_horizon_recurrence-structural,0.0
nonpositive_forward_transfer,A18-g1-long_horizon_recurrence-surface,0.0
nonpositive_forward_transfer,A18-g1-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A18-g1-policy_semantic_transfer-structural,0.0
nonpositive_forward_transfer,A18-g1-policy_semantic_transfer-surface,0.0
nonpositive_forward_transfer,A18-g2-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A18-g2-corruption_family_leave_out-surface,-0.03251193210902836
nonpositive_forward_transfer,A18-g2-domain_leave_out-structural,-0.007062114356231941
nonpositive_forward_transfer,A18-g2-long_horizon_recurrence-adversarial,0.0
nonpositive_forward_transfer,A18-g2-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A18-g2-policy_semantic_transfer-surface,-0.011762716414226548
nonpositive_forward_transfer,A18-g3-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A18-g3-corruption_composition_leave_out-surface,-0.04657941595441589
nonpositive_forward_transfer,A18-g3-corruption_family_leave_out-adversarial,0.0
nonpositive_forward_transfer,A18-g3-domain_leave_out-adversarial,0.0
nonpositive_forward_transfer,A18-g3-generator_leave_out-adversarial,0.0
nonpositive_forward_transfer,A18-g3-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A19-g1-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A19-g1-corruption_composition_leave_out-structural,0.0
nonpositive_forward_transfer,A19-g1-corruption_composition_leave_out-surface,0.0
nonpositive_forward_transfer,A19-g1-corruption_family_leave_out-adversarial,0.0
nonpositive_forward_transfer,A19-g1-corruption_family_leave_out-structural,0.0
nonpositive_forward_transfer,A19-g1-corruption_family_leave_out-surface,0.0
nonpositive_forward_transfer,A19-g1-domain_leave_out-adversarial,0.0
nonpositive_forward_transfer,A19-g1-domain_leave_out-structural,0.0
nonpositive_forward_transfer,A19-g1-domain_leave_out-surface,0.0
nonpositive_forward_transfer,A19-g1-generator_leave_out-adversarial,0.0
nonpositive_forward_transfer,A19-g1-generator_leave_out-structural,0.0
nonpositive_forward_transfer,A19-g1-generator_leave_out-surface,0.0
nonpositive_forward_transfer,A19-g1-long_horizon_recurrence-adversarial,0.0
nonpositive_forward_transfer,A19-g1-long_horizon_recurrence-structural,0.0
nonpositive_forward_transfer,A19-g1-long_horizon_recurrence-surface,0.0
nonpositive_forward_transfer,A19-g1-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A19-g1-policy_semantic_transfer-structural,0.0
nonpositive_forward_transfer,A19-g1-policy_semantic_transfer-surface,0.0
nonpositive_forward_transfer,A19-g2-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A19-g2-corruption_family_leave_out-adversarial,0.0
nonpositive_forward_transfer,A19-g2-long_horizon_recurrence-adversarial,0.0
nonpositive_forward_transfer,A19-g2-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A19-g3-corruption_family_leave_out-adversarial,0.0
nonpositive_forward_transfer,A19-g3-domain_leave_out-adversarial,0.0
nonpositive_forward_transfer,A19-g3-long_horizon_recurrence-adversarial,0.0
nonpositive_forward_transfer,A19-g3-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A19-g3-policy_semantic_transfer-surface,-0.005711934485169157
nonpositive_forward_transfer,A2-g1-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A2-g1-corruption_composition_leave_out-structural,0.0
nonpositive_forward_transfer,A2-g1-corruption_composition_leave_out-surface,0.0
nonpositive_forward_transfer,A2-g1-corruption_family_leave_out-adversarial,0.0
nonpositive_forward_transfer,A2-g1-corruption_family_leave_out-structural,0.0
nonpositive_forward_transfer,A2-g1-corruption_family_leave_out-surface,0.0
nonpositive_forward_transfer,A2-g1-domain_leave_out-adversarial,0.0
nonpositive_forward_transfer,A2-g1-domain_leave_out-structural,0.0
nonpositive_forward_transfer,A2-g1-domain_leave_out-surface,0.0
nonpositive_forward_transfer,A2-g1-generator_leave_out-adversarial,0.0
nonpositive_forward_transfer,A2-g1-generator_leave_out-structural,0.0
nonpositive_forward_transfer,A2-g1-generator_leave_out-surface,0.0
nonpositive_forward_transfer,A2-g1-long_horizon_recurrence-adversarial,0.0
nonpositive_forward_transfer,A2-g1-long_horizon_recurrence-structural,0.0
nonpositive_forward_transfer,A2-g1-long_horizon_recurrence-surface,0.0
nonpositive_forward_transfer,A2-g1-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A2-g1-policy_semantic_transfer-structural,0.0
nonpositive_forward_transfer,A2-g1-policy_semantic_transfer-surface,0.0
nonpositive_forward_transfer,A2-g2-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A2-g2-corruption_family_leave_out-adversarial,0.0
nonpositive_forward_transfer,A2-g2-long_horizon_recurrence-adversarial,0.0
nonpositive_forward_transfer,A2-g2-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A2-g3-corruption_family_leave_out-adversarial,0.0
nonpositive_forward_transfer,A2-g3-domain_leave_out-adversarial,0.0
nonpositive_forward_transfer,A2-g3-long_horizon_recurrence-adversarial,0.0
nonpositive_forward_transfer,A2-g3-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A20-g1-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A20-g1-corruption_composition_leave_out-structural,0.0
nonpositive_forward_transfer,A20-g1-corruption_composition_leave_out-surface,0.0
nonpositive_forward_transfer,A20-g1-corruption_family_leave_out-adversarial,0.0
nonpositive_forward_transfer,A20-g1-corruption_family_leave_out-structural,0.0
nonpositive_forward_transfer,A20-g1-corruption_family_leave_out-surface,0.0
nonpositive_forward_transfer,A20-g1-domain_leave_out-adversarial,0.0
nonpositive_forward_transfer,A20-g1-domain_leave_out-structural,0.0
nonpositive_forward_transfer,A20-g1-domain_leave_out-surface,0.0
nonpositive_forward_transfer,A20-g1-generator_leave_out-adversarial,0.0
nonpositive_forward_transfer,A20-g1-generator_leave_out-structural,0.0
nonpositive_forward_transfer,A20-g1-generator_leave_out-surface,0.0
nonpositive_forward_transfer,A20-g1-long_horizon_recurrence-adversarial,0.0
nonpositive_forward_transfer,A20-g1-long_horizon_recurrence-structural,0.0
nonpositive_forward_transfer,A20-g1-long_horizon_recurrence-surface,0.0
nonpositive_forward_transfer,A20-g1-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A20-g1-policy_semantic_transfer-structural,0.0
nonpositive_forward_transfer,A20-g1-policy_semantic_transfer-surface,0.0
nonpositive_forward_transfer,A20-g2-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A20-g2-corruption_family_leave_out-surface,-0.0007750900037652997
nonpositive_forward_transfer,A20-g2-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A20-g3-corruption_composition_leave_out-surface,-0.045791537166537166
nonpositive_forward_transfer,A20-g3-domain_leave_out-adversarial,0.0
nonpositive_forward_transfer,A20-g3-generator_leave_out-adversarial,0.0
nonpositive_forward_transfer,A20-g3-long_horizon_recurrence-adversarial,-0.0006956521739130417
nonpositive_forward_transfer,A21-g1-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A21-g1-corruption_composition_leave_out-structural,0.0
nonpositive_forward_transfer,A21-g1-corruption_composition_leave_out-surface,0.0
nonpositive_forward_transfer,A21-g1-corruption_family_leave_out-adversarial,0.0
nonpositive_forward_transfer,A21-g1-corruption_family_leave_out-structural,0.0
nonpositive_forward_transfer,A21-g1-corruption_family_leave_out-surface,0.0
nonpositive_forward_transfer,A21-g1-domain_leave_out-adversarial,0.0
nonpositive_forward_transfer,A21-g1-domain_leave_out-structural,0.0
nonpositive_forward_transfer,A21-g1-domain_leave_out-surface,0.0
nonpositive_forward_transfer,A21-g1-generator_leave_out-adversarial,0.0
nonpositive_forward_transfer,A21-g1-generator_leave_out-structural,0.0
nonpositive_forward_transfer,A21-g1-generator_leave_out-surface,0.0
nonpositive_forward_transfer,A21-g1-long_horizon_recurrence-adversarial,0.0
nonpositive_forward_transfer,A21-g1-long_horizon_recurrence-structural,0.0
nonpositive_forward_transfer,A21-g1-long_horizon_recurrence-surface,0.0
nonpositive_forward_transfer,A21-g1-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A21-g1-policy_semantic_transfer-structural,0.0
nonpositive_forward_transfer,A21-g1-policy_semantic_transfer-surface,0.0
nonpositive_forward_transfer,A21-g2-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A21-g2-corruption_family_leave_out-adversarial,0.0
nonpositive_forward_transfer,A21-g2-long_horizon_recurrence-adversarial,0.0
nonpositive_forward_transfer,A21-g2-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A21-g3-corruption_family_leave_out-adversarial,0.0
nonpositive_forward_transfer,A21-g3-domain_leave_out-adversarial,0.0
nonpositive_forward_transfer,A21-g3-long_horizon_recurrence-adversarial,0.0
nonpositive_forward_transfer,A21-g3-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A21-g3-policy_semantic_transfer-surface,-0.005711934485169157
nonpositive_forward_transfer,A22-g1-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A22-g1-corruption_composition_leave_out-structural,0.0
nonpositive_forward_transfer,A22-g1-corruption_composition_leave_out-surface,0.0
nonpositive_forward_transfer,A22-g1-corruption_family_leave_out-adversarial,0.0
nonpositive_forward_transfer,A22-g1-corruption_family_leave_out-structural,0.0
nonpositive_forward_transfer,A22-g1-corruption_family_leave_out-surface,0.0
nonpositive_forward_transfer,A22-g1-domain_leave_out-adversarial,0.0
nonpositive_forward_transfer,A22-g1-domain_leave_out-structural,0.0
nonpositive_forward_transfer,A22-g1-domain_leave_out-surface,0.0
nonpositive_forward_transfer,A22-g1-generator_leave_out-adversarial,0.0
nonpositive_forward_transfer,A22-g1-generator_leave_out-structural,0.0
nonpositive_forward_transfer,A22-g1-generator_leave_out-surface,0.0
nonpositive_forward_transfer,A22-g1-long_horizon_recurrence-adversarial,0.0
nonpositive_forward_transfer,A22-g1-long_horizon_recurrence-structural,0.0
nonpositive_forward_transfer,A22-g1-long_horizon_recurrence-surface,0.0
nonpositive_forward_transfer,A22-g1-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A22-g1-policy_semantic_transfer-structural,0.0
nonpositive_forward_transfer,A22-g1-policy_semantic_transfer-surface,0.0
nonpositive_forward_transfer,A22-g2-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A22-g2-corruption_composition_leave_out-structural,-0.010224603174603164
nonpositive_forward_transfer,A22-g2-corruption_family_leave_out-adversarial,0.0
nonpositive_forward_transfer,A22-g2-generator_leave_out-adversarial,0.0
nonpositive_forward_transfer,A22-g2-long_horizon_recurrence-adversarial,0.0
nonpositive_forward_transfer,A22-g3-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A22-g3-corruption_composition_leave_out-surface,-0.06390923659673675
nonpositive_forward_transfer,A22-g3-corruption_family_leave_out-adversarial,0.0
nonpositive_forward_transfer,A22-g3-domain_leave_out-adversarial,0.0
nonpositive_forward_transfer,A22-g3-long_horizon_recurrence-adversarial,0.0
nonpositive_forward_transfer,A22-g3-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A23-g1-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A23-g1-corruption_composition_leave_out-structural,0.0
nonpositive_forward_transfer,A23-g1-corruption_composition_leave_out-surface,0.0
nonpositive_forward_transfer,A23-g1-corruption_family_leave_out-adversarial,0.0
nonpositive_forward_transfer,A23-g1-corruption_family_leave_out-structural,0.0
nonpositive_forward_transfer,A23-g1-corruption_family_leave_out-surface,0.0
nonpositive_forward_transfer,A23-g1-domain_leave_out-adversarial,0.0
nonpositive_forward_transfer,A23-g1-domain_leave_out-structural,0.0
nonpositive_forward_transfer,A23-g1-domain_leave_out-surface,0.0
nonpositive_forward_transfer,A23-g1-generator_leave_out-adversarial,0.0
nonpositive_forward_transfer,A23-g1-generator_leave_out-structural,0.0
nonpositive_forward_transfer,A23-g1-generator_leave_out-surface,0.0
nonpositive_forward_transfer,A23-g1-long_horizon_recurrence-adversarial,0.0
nonpositive_forward_transfer,A23-g1-long_horizon_recurrence-structural,0.0
nonpositive_forward_transfer,A23-g1-long_horizon_recurrence-surface,0.0
nonpositive_forward_transfer,A23-g1-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A23-g1-policy_semantic_transfer-structural,0.0
nonpositive_forward_transfer,A23-g1-policy_semantic_transfer-surface,0.0
nonpositive_forward_transfer,A23-g2-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A23-g2-corruption_family_leave_out-surface,-0.045796868588157014
nonpositive_forward_transfer,A23-g2-long_horizon_recurrence-adversarial,0.0
nonpositive_forward_transfer,A23-g2-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A23-g3-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A23-g3-corruption_composition_leave_out-surface,-0.05441702279202287
nonpositive_forward_transfer,A23-g3-corruption_family_leave_out-adversarial,0.0
nonpositive_forward_transfer,A23-g3-domain_leave_out-adversarial,0.0
nonpositive_forward_transfer,A23-g3-generator_leave_out-adversarial,0.0
nonpositive_forward_transfer,A23-g3-long_horizon_recurrence-adversarial,0.0
nonpositive_forward_transfer,A23-g3-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A24-g1-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A24-g1-corruption_composition_leave_out-structural,0.0
nonpositive_forward_transfer,A24-g1-corruption_composition_leave_out-surface,0.0
nonpositive_forward_transfer,A24-g1-corruption_family_leave_out-adversarial,0.0
nonpositive_forward_transfer,A24-g1-corruption_family_leave_out-structural,0.0
nonpositive_forward_transfer,A24-g1-corruption_family_leave_out-surface,0.0
nonpositive_forward_transfer,A24-g1-domain_leave_out-adversarial,0.0
nonpositive_forward_transfer,A24-g1-domain_leave_out-structural,0.0
nonpositive_forward_transfer,A24-g1-domain_leave_out-surface,0.0
nonpositive_forward_transfer,A24-g1-generator_leave_out-adversarial,0.0
nonpositive_forward_transfer,A24-g1-generator_leave_out-structural,0.0
nonpositive_forward_transfer,A24-g1-generator_leave_out-surface,0.0
nonpositive_forward_transfer,A24-g1-long_horizon_recurrence-adversarial,0.0
nonpositive_forward_transfer,A24-g1-long_horizon_recurrence-structural,0.0
nonpositive_forward_transfer,A24-g1-long_horizon_recurrence-surface,0.0
nonpositive_forward_transfer,A24-g1-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A24-g1-policy_semantic_transfer-structural,0.0
nonpositive_forward_transfer,A24-g1-policy_semantic_transfer-surface,0.0
nonpositive_forward_transfer,A24-g2-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A24-g2-corruption_family_leave_out-surface,-0.008749390497762355
nonpositive_forward_transfer,A24-g2-generator_leave_out-adversarial,0.0
nonpositive_forward_transfer,A24-g2-long_horizon_recurrence-adversarial,0.0
nonpositive_forward_transfer,A24-g2-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A24-g3-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A24-g3-corruption_composition_leave_out-surface,-0.03222524928774928
nonpositive_forward_transfer,A24-g3-corruption_family_leave_out-adversarial,0.0
nonpositive_forward_transfer,A24-g3-corruption_family_leave_out-surface,-0.008781250000000074
nonpositive_forward_transfer,A24-g3-domain_leave_out-adversarial,0.0
nonpositive_forward_transfer,A24-g3-generator_leave_out-adversarial,0.0
nonpositive_forward_transfer,A24-g3-long_horizon_recurrence-adversarial,0.0
nonpositive_forward_transfer,A24-g3-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A25-g1-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A25-g1-corruption_composition_leave_out-structural,0.0
nonpositive_forward_transfer,A25-g1-corruption_composition_leave_out-surface,0.0
nonpositive_forward_transfer,A25-g1-corruption_family_leave_out-adversarial,0.0
nonpositive_forward_transfer,A25-g1-corruption_family_leave_out-structural,0.0
nonpositive_forward_transfer,A25-g1-corruption_family_leave_out-surface,0.0
nonpositive_forward_transfer,A25-g1-domain_leave_out-adversarial,0.0
nonpositive_forward_transfer,A25-g1-domain_leave_out-structural,0.0
nonpositive_forward_transfer,A25-g1-domain_leave_out-surface,0.0
nonpositive_forward_transfer,A25-g1-generator_leave_out-adversarial,0.0
nonpositive_forward_transfer,A25-g1-generator_leave_out-structural,0.0
nonpositive_forward_transfer,A25-g1-generator_leave_out-surface,0.0
nonpositive_forward_transfer,A25-g1-long_horizon_recurrence-adversarial,0.0
nonpositive_forward_transfer,A25-g1-long_horizon_recurrence-structural,0.0
nonpositive_forward_transfer,A25-g1-long_horizon_recurrence-surface,0.0
nonpositive_forward_transfer,A25-g1-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A25-g1-policy_semantic_transfer-structural,0.0
nonpositive_forward_transfer,A25-g1-policy_semantic_transfer-surface,0.0
nonpositive_forward_transfer,A25-g2-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A25-g2-corruption_family_leave_out-surface,-0.03593870685735734
nonpositive_forward_transfer,A25-g2-long_horizon_recurrence-adversarial,0.0
nonpositive_forward_transfer,A25-g2-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A25-g2-policy_semantic_transfer-surface,-0.008086054180344915
nonpositive_forward_transfer,A25-g3-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A25-g3-corruption_composition_leave_out-surface,-0.03295868945868974
nonpositive_forward_transfer,A25-g3-corruption_family_leave_out-adversarial,0.0
nonpositive_forward_transfer,A25-g3-domain_leave_out-adversarial,0.0
nonpositive_forward_transfer,A25-g3-generator_leave_out-surface,-0.013762778959546251
nonpositive_forward_transfer,A25-g3-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A26-g1-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A26-g1-corruption_composition_leave_out-structural,0.0
nonpositive_forward_transfer,A26-g1-corruption_composition_leave_out-surface,0.0
nonpositive_forward_transfer,A26-g1-corruption_family_leave_out-adversarial,0.0
nonpositive_forward_transfer,A26-g1-corruption_family_leave_out-structural,0.0
nonpositive_forward_transfer,A26-g1-corruption_family_leave_out-surface,0.0
nonpositive_forward_transfer,A26-g1-domain_leave_out-adversarial,0.0
nonpositive_forward_transfer,A26-g1-domain_leave_out-structural,0.0
nonpositive_forward_transfer,A26-g1-domain_leave_out-surface,0.0
nonpositive_forward_transfer,A26-g1-generator_leave_out-adversarial,0.0
nonpositive_forward_transfer,A26-g1-generator_leave_out-structural,0.0
nonpositive_forward_transfer,A26-g1-generator_leave_out-surface,0.0
nonpositive_forward_transfer,A26-g1-long_horizon_recurrence-adversarial,0.0
nonpositive_forward_transfer,A26-g1-long_horizon_recurrence-structural,0.0
nonpositive_forward_transfer,A26-g1-long_horizon_recurrence-surface,0.0
nonpositive_forward_transfer,A26-g1-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A26-g1-policy_semantic_transfer-structural,0.0
nonpositive_forward_transfer,A26-g1-policy_semantic_transfer-surface,0.0
nonpositive_forward_transfer,A26-g2-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A26-g2-corruption_family_leave_out-adversarial,0.0
nonpositive_forward_transfer,A26-g2-corruption_family_leave_out-surface,-0.027721660976651852
nonpositive_forward_transfer,A26-g2-domain_leave_out-structural,-0.0012439325380501076
nonpositive_forward_transfer,A26-g2-long_horizon_recurrence-adversarial,0.0
nonpositive_forward_transfer,A26-g2-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A26-g3-corruption_family_leave_out-adversarial,0.0
nonpositive_forward_transfer,A26-g3-domain_leave_out-adversarial,0.0
nonpositive_forward_transfer,A26-g3-domain_leave_out-surface,-0.012596695496380428
nonpositive_forward_transfer,A26-g3-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A27-g1-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A27-g1-corruption_composition_leave_out-structural,0.0
nonpositive_forward_transfer,A27-g1-corruption_composition_leave_out-surface,0.0
nonpositive_forward_transfer,A27-g1-corruption_family_leave_out-adversarial,0.0
nonpositive_forward_transfer,A27-g1-corruption_family_leave_out-structural,0.0
nonpositive_forward_transfer,A27-g1-corruption_family_leave_out-surface,0.0
nonpositive_forward_transfer,A27-g1-domain_leave_out-adversarial,0.0
nonpositive_forward_transfer,A27-g1-domain_leave_out-structural,0.0
nonpositive_forward_transfer,A27-g1-domain_leave_out-surface,0.0
nonpositive_forward_transfer,A27-g1-generator_leave_out-adversarial,0.0
nonpositive_forward_transfer,A27-g1-generator_leave_out-structural,0.0
nonpositive_forward_transfer,A27-g1-generator_leave_out-surface,0.0
nonpositive_forward_transfer,A27-g1-long_horizon_recurrence-adversarial,0.0
nonpositive_forward_transfer,A27-g1-long_horizon_recurrence-structural,0.0
nonpositive_forward_transfer,A27-g1-long_horizon_recurrence-surface,0.0
nonpositive_forward_transfer,A27-g1-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A27-g1-policy_semantic_transfer-structural,0.0
nonpositive_forward_transfer,A27-g1-policy_semantic_transfer-surface,0.0
nonpositive_forward_transfer,A27-g2-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A27-g2-corruption_family_leave_out-adversarial,0.0
nonpositive_forward_transfer,A27-g2-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A27-g3-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A27-g3-corruption_family_leave_out-adversarial,0.0
nonpositive_forward_transfer,A27-g3-domain_leave_out-adversarial,0.0
nonpositive_forward_transfer,A27-g3-domain_leave_out-surface,-0.0037431902053750576
nonpositive_forward_transfer,A27-g3-long_horizon_recurrence-adversarial,-0.0006956521739129862
nonpositive_forward_transfer,A27-g3-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A27-g3-policy_semantic_transfer-surface,-0.00484741835613689
nonpositive_forward_transfer,A28-g1-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A28-g1-corruption_composition_leave_out-structural,0.0
nonpositive_forward_transfer,A28-g1-corruption_composition_leave_out-surface,0.0
nonpositive_forward_transfer,A28-g1-corruption_family_leave_out-adversarial,0.0
nonpositive_forward_transfer,A28-g1-corruption_family_leave_out-structural,0.0
nonpositive_forward_transfer,A28-g1-corruption_family_leave_out-surface,0.0
nonpositive_forward_transfer,A28-g1-domain_leave_out-adversarial,0.0
nonpositive_forward_transfer,A28-g1-domain_leave_out-structural,0.0
nonpositive_forward_transfer,A28-g1-domain_leave_out-surface,0.0
nonpositive_forward_transfer,A28-g1-generator_leave_out-adversarial,0.0
nonpositive_forward_transfer,A28-g1-generator_leave_out-structural,0.0
nonpositive_forward_transfer,A28-g1-generator_leave_out-surface,0.0
nonpositive_forward_transfer,A28-g1-long_horizon_recurrence-adversarial,0.0
nonpositive_forward_transfer,A28-g1-long_horizon_recurrence-structural,0.0
nonpositive_forward_transfer,A28-g1-long_horizon_recurrence-surface,0.0
nonpositive_forward_transfer,A28-g1-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A28-g1-policy_semantic_transfer-structural,0.0
nonpositive_forward_transfer,A28-g1-policy_semantic_transfer-surface,0.0
nonpositive_forward_transfer,A28-g2-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A28-g2-corruption_family_leave_out-adversarial,0.0
nonpositive_forward_transfer,A28-g2-domain_leave_out-structural,-0.009971205265322802
nonpositive_forward_transfer,A28-g2-long_horizon_recurrence-adversarial,0.0
nonpositive_forward_transfer,A28-g2-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A28-g3-corruption_family_leave_out-adversarial,0.0
nonpositive_forward_transfer,A28-g3-domain_leave_out-adversarial,0.0
nonpositive_forward_transfer,A28-g3-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A28-g3-policy_semantic_transfer-surface,-0.031718386098072426
nonpositive_forward_transfer,A29-g1-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A29-g1-corruption_composition_leave_out-structural,0.0
nonpositive_forward_transfer,A29-g1-corruption_composition_leave_out-surface,0.0
nonpositive_forward_transfer,A29-g1-corruption_family_leave_out-adversarial,0.0
nonpositive_forward_transfer,A29-g1-corruption_family_leave_out-structural,0.0
nonpositive_forward_transfer,A29-g1-corruption_family_leave_out-surface,0.0
nonpositive_forward_transfer,A29-g1-domain_leave_out-adversarial,0.0
nonpositive_forward_transfer,A29-g1-domain_leave_out-structural,0.0
nonpositive_forward_transfer,A29-g1-domain_leave_out-surface,0.0
nonpositive_forward_transfer,A29-g1-generator_leave_out-adversarial,0.0
nonpositive_forward_transfer,A29-g1-generator_leave_out-structural,0.0
nonpositive_forward_transfer,A29-g1-generator_leave_out-surface,0.0
nonpositive_forward_transfer,A29-g1-long_horizon_recurrence-adversarial,0.0
nonpositive_forward_transfer,A29-g1-long_horizon_recurrence-structural,0.0
nonpositive_forward_transfer,A29-g1-long_horizon_recurrence-surface,0.0
nonpositive_forward_transfer,A29-g1-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A29-g1-policy_semantic_transfer-structural,0.0
nonpositive_forward_transfer,A29-g1-policy_semantic_transfer-surface,0.0
nonpositive_forward_transfer,A29-g2-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A29-g2-corruption_family_leave_out-surface,-0.03251193210902825
nonpositive_forward_transfer,A29-g2-domain_leave_out-structural,-0.007062114356231941
nonpositive_forward_transfer,A29-g2-long_horizon_recurrence-adversarial,0.0
nonpositive_forward_transfer,A29-g2-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A29-g2-policy_semantic_transfer-surface,-0.01176271641422677
nonpositive_forward_transfer,A29-g3-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A29-g3-corruption_composition_leave_out-surface,-0.04657941595441595
nonpositive_forward_transfer,A29-g3-corruption_family_leave_out-adversarial,0.0
nonpositive_forward_transfer,A29-g3-domain_leave_out-adversarial,0.0
nonpositive_forward_transfer,A29-g3-generator_leave_out-adversarial,0.0
nonpositive_forward_transfer,A29-g3-policy_semantic_transfer-adversarial,0.0
nonpositive_forward_transfer,A3-g1-corruption_composition_leave_out-adversarial,0.0
nonpositive_forward_transfer,A3-g1-corruption_composition_leave_out-structural,0.0
nonpositive_forward_transfer,A3-g1-corruption_composition_leave_out-surface,0.0
nonpositive_forward_transfer,A3-g1-corruption_family_leave_out-adversarial,0.0
nonpositive_forward_transfer,A3-g1-corruption_family_leave_out-structural,0.0
nonpositive_forward_transfer,A3-g1-corruption_family_leave_out-surface,0.0
nonpositive_forward_transfer,A3-g1-domain_leave_out-adversarial,0.0
nonpositive_forward_transfer,A3-g1-domain_leave_out-structural,0.0
nonpositive_forward_transfer,A3-g1-domain_leave_out-surface,0.0
nonpositive_forward_transfer,A3-g1-generator_leave_out-adversarial,0.0
nonpositive_forward_transfer,A3-g1-generator_leave_out-structural,0.0
nonpositive_forward_transfer,A3-g1-generator_leave_out-surface,0.0
