ablation_id,exact_condition,condition,generation,competitive,oracle,config_hash,worlds,decisions,uar,uar_exact_ci_low,uar_exact_ci_high,frr,escalation_rate,mean_reward,objective,objective_ci_low,objective_ci_high,objective_cvar10,objective_worst_world,catastrophic_interference,irreversible_interference,scope_leakage_rate,diagnostic_reuse_rate,novel_diagnostic_yield,promotion_rate,update_stability,mean_time_to_recovery,early_loss,late_loss,recurrence_errors,adversarial_failures,retained_bytes,trace_complete
A11,No adversarial certification: replay and IID holdout only.,cumulative,3,True,False,a324b25fb1d2844e9b35ef3ff23f9b398ee19de4114c0a24a7069bc9878516fb,300,15000,0.0051468362095065095,0.003566888836689772,0.007184828450296126,0.008577555396711936,0.3776,0.7392600000000001,0.6486960357084707,0.6359128003248362,0.6631432154320034,0.4466413086100559,0.34042515592515576,2,3,0.0892,0.47289719626168225,0.027307878202029966,0.0007333333333333333,0.9959017618961857,6.676666666666667,0.25683333333333336,0.26535000000000003,22,8,1556480,True
A11,No adversarial certification: replay and IID holdout only.,fresh,1,True,False,a324b25fb1d2844e9b35ef3ff23f9b398ee19de4114c0a24a7069bc9878516fb,300,15000,0.005423512521933323,0.0037587775989492813,0.007570643140322672,0.0059557897148093,0.3168666666666667,0.7824033333333333,0.7009792002997951,0.6897949368534299,0.7155296171969382,0.4605050776749921,0.17387878787878785,0,1,0.0288,,0.06390210740992522,0.0005333333333333334,0.9967778544070415,5.836666666666667,0.2175666666666667,0.21411666666666668,18,4,573440,True
A11,No adversarial certification: replay and IID holdout only.,fresh,2,True,False,a324b25fb1d2844e9b35ef3ff23f9b398ee19de4114c0a24a7069bc9878516fb,300,15000,0.003798670465337132,0.002435350145157618,0.005646881122029988,0.005413499193734163,0.36633333333333334,0.75075,0.6666385568544654,0.6528903258279988,0.6786090526730102,0.44583110754557864,0.2858333333333334,5,0,0.05106666666666667,,0.03579254930606282,0.0007333333333333333,0.9962411585709305,6.8566666666666665,0.2521916666666667,0.24798333333333336,15,1,573440,True
A11,No adversarial certification: replay and IID holdout only.,fresh,3,True,False,a324b25fb1d2844e9b35ef3ff23f9b398ee19de4114c0a24a7069bc9878516fb,300,15000,0.003178928247048138,0.0019688506088867503,0.004855245931595309,0.0061949011198475104,0.40453333333333336,0.72632,0.6380840430071127,0.623258346500594,0.6480101612171156,0.4499576318052091,0.34104054054054056,2,2,0.0848,,0.027307878202029966,0.0007333333333333333,0.9959017618961857,6.706666666666667,0.26889166666666675,0.2819,18,8,573440,True
A12,No retained replay: measure catastrophic governance forgetting.,cumulative,1,True,False,f55fa2282d8955d2ec694c7010dc129e026cdad625c32c9ddb9913bc323ad8cb,300,15000,0.005423512521933323,0.0037587775989492813,0.007570643140322672,0.0059557897148093,0.31726666666666664,0.7821433333333334,0.6991592002997951,0.6854403604407207,0.7124259716942364,0.4558828554527699,0.17237878787878785,0,1,0.0288,,0.06798096532970768,0.0005333333333333334,0.9967778544070415,5.946666666666666,0.21821666666666667,0.21411666666666668,18,4,573440,True
A12,No retained replay: measure catastrophic governance forgetting.,cumulative,2,True,False,f55fa2282d8955d2ec694c7010dc129e026cdad625c32c9ddb9913bc323ad8cb,300,15000,0.009971509971509971,0.007670649622659877,0.0127400924341242,0.009329647546648237,0.32666666666666666,0.7659666666666667,0.6701102386941797,0.6555321195699806,0.6830009166049674,0.4223490622544563,0.20833333333333343,7,1,0.055466666666666664,0.6345798865112463,0.03761869978086194,0.0007333333333333333,0.9962411585709305,6.89,0.23908333333333337,0.23544999999999996,32,2,1064960,True
A12,No retained replay: measure catastrophic governance forgetting.,cumulative,3,True,False,f55fa2282d8955d2ec694c7010dc129e026cdad625c32c9ddb9913bc323ad8cb,300,15000,0.0051468362095065095,0.003566888836689772,0.007184828450296126,0.00881582082439838,0.3788,0.7382133333333334,0.6459102120028652,0.6295442237993895,0.657728372256152,0.4399869792382392,0.33892515592515576,2,3,0.0892,0.47289719626168225,0.03141614306428226,0.0007333333333333333,0.9959017618961857,6.926666666666667,0.25945,0.26535000000000003,22,10,1556480,True
A12,No retained replay: measure catastrophic governance forgetting.,fresh,1,True,False,f55fa2282d8955d2ec694c7010dc129e026cdad625c32c9ddb9913bc323ad8cb,300,15000,0.005423512521933323,0.0037587775989492813,0.007570643140322672,0.0059557897148093,0.31726666666666664,0.7821433333333334,0.6991592002997951,0.6854143692260252,0.7125517507432222,0.4558828554527699,0.17237878787878785,0,1,0.0288,,0.06798096532970768,0.0005333333333333334,0.9967778544070415,5.946666666666666,0.21821666666666667,0.21411666666666668,18,4,573440,True
A12,No retained replay: measure catastrophic governance forgetting.,fresh,2,True,False,f55fa2282d8955d2ec694c7010dc129e026cdad625c32c9ddb9913bc323ad8cb,300,15000,0.003798670465337132,0.002435350145157618,0.005646881122029988,0.0055286800276434,0.3674,0.7499233333333334,0.6641211884334128,0.6523967310880601,0.6792522162353098,0.4427311075455787,0.2843333333333334,5,0,0.05106666666666667,,0.03761869978086194,0.0007333333333333333,0.9962411585709305,6.923333333333333,0.25425833333333336,0.24798333333333336,15,2,573440,True
A12,No retained replay: measure catastrophic governance forgetting.,fresh,3,True,False,f55fa2282d8955d2ec694c7010dc129e026cdad625c32c9ddb9913bc323ad8cb,300,15000,0.003178928247048138,0.0019688506088867503,0.004855245931595309,0.006433166547533953,0.40573333333333333,0.7252733333333334,0.6352982193015072,0.6237062402659392,0.6477252248643417,0.44298586340627605,0.33954054054054056,2,2,0.0848,,0.03141614306428226,0.0007333333333333333,0.9959017618961857,6.956666666666667,0.2715083333333334,0.2819,18,10,573440,True
