point_id,family,mechanism,condition,competitive,oracle,config_hash,calls,tokens,latency_ms,memory_bytes,update_compute,normalized_compute,git_sha,environment_hash,registry_sha256,decisions,worlds,unsafe_total,safe_total,unsafe_accepted,false_rejected,escalated,uar,frr,escalation_rate,uar_hier_ci_low,uar_hier_ci_high,frr_hier_ci_low,frr_hier_ci_high,uar_exact_ci_low,uar_exact_ci_high,catastrophic_episodes,irreversible_episodes,mean_reward,governance_regret,dynamic_regret,brier,ece,adaptation_lag,recovery_delta,recurrence_errors,trace_complete,uar_mean,uar_median,uar_sd,uar_worst_decile,uar_worst_world,uar_cvar,frr_mean,frr_median,frr_sd,frr_worst_decile,frr_worst_world,frr_cvar,escalation_rate_mean,escalation_rate_median,escalation_rate_sd,escalation_rate_worst_decile,escalation_rate_worst_world,escalation_rate_cvar,governance_regret_mean,governance_regret_median,governance_regret_sd,governance_regret_worst_decile,governance_regret_worst_world,governance_regret_cvar,dynamic_regret_mean,dynamic_regret_median,dynamic_regret_sd,dynamic_regret_worst_decile,dynamic_regret_worst_world,dynamic_regret_cvar,brier_mean,brier_median,brier_sd,brier_worst_decile,brier_worst_world,brier_cvar,ece_mean,ece_median,ece_sd,ece_worst_decile,ece_worst_world,ece_cvar
neyman_pearson.risk_constrained.fixed.p00,neyman_pearson,risk_constrained,fixed,True,False,3b735bcde695df911b326a17e17129b15d0c49dcfa62a60dc1be91cfa7e8bf7f,1,0,1.2,1048576,0.0,0.077625,03ff5aa66cf1a820c42fde5edb67fe59f8738b0e,e0c3c04a958304c5b810675ee6d2af5368c24a8f55648fe3101f4c6c9643d88e,35c3e523d8b850eac09fc186f2dab219a37e5901e2106c1d34b55da46a447803,75000,1500,32212,42788,1419,2904,15474,0.04405190612194213,0.06786949612040759,0.20632,0.041078566679473856,0.04691485545798899,0.06453983958462875,0.07183603381431426,0.0418366037601363,0.046349890628800516,205,109,0.734012,0.265988,0.38431860673974094,0.10688278204676475,0.1506222876775388,0.062,0.0013533333333333318,860,True,0.046797446887127045,0.037037037037037035,0.05594042343046126,0.11764705882352941,0.6,0.16844860746228288,0.06953072275015687,0.05714285714285714,0.057943149233282795,0.14705882352941177,0.38461538461538464,0.19292742215894115,0.20632,0.2,0.058062531808387406,0.28,0.4,0.3122666666666666,0.265988,0.25000000000000006,0.09314942756667911,0.3881000000000001,0.6579999999999999,0.4522066666666666,0.384318606739741,0.3599101784958141,0.15629211894568765,0.5991416552183554,1.123477337634529,0.7054941618168787,0.10688278204676475,0.10468827281169542,0.02287278074630216,0.13775932278420447,0.20764435951202412,0.15127692093698183,0.1506222876775388,0.14802246800465785,0.03635655447366643,0.19952636603379192,0.28864349975417136,0.22018429900644815
neyman_pearson.risk_constrained.fixed.p01,neyman_pearson,risk_constrained,fixed,True,False,be448f8107a81c76d7040f850303841d2fc677b2987b1a52a3463b9deed8d746,1,0,1.2,1048576,0.0,0.077625,03ff5aa66cf1a820c42fde5edb67fe59f8738b0e,e0c3c04a958304c5b810675ee6d2af5368c24a8f55648fe3101f4c6c9643d88e,35c3e523d8b850eac09fc186f2dab219a37e5901e2106c1d34b55da46a447803,75000,1500,32212,42788,3094,1266,14808,0.09605116105799082,0.02958773487893802,0.19744,0.0913493543051651,0.10017103680194453,0.027167757840147858,0.03222718944961407,0.09285433957362665,0.09932103385838015,436,225,0.7199973333333333,0.2800026666666667,0.4006774226714106,0.10688278204676475,0.1506222876775388,0.064,0.0014599999999999997,867,True,0.10065003011324823,0.08695652173913043,0.08130381142681124,0.20704022988505766,0.6,0.2691194244027191,0.03054125093933778,0.02631578947368421,0.03715879462081701,0.08333333333333333,0.2,0.11322604317471646,0.19744,0.2,0.05910312794880939,0.28,0.38,0.3033333333333333,0.2800026666666667,0.26300000000000007,0.11159096734453416,0.436,0.786,0.5061666666666668,0.40067742267141054,0.38000358248562716,0.16808069753042176,0.6229079115674069,1.3029907349437935,0.7383322599469837,0.10688278204676475,0.10468827281169542,0.02287278074630216,0.13775932278420447,0.20764435951202412,0.15127692093698183,0.1506222876775388,0.14802246800465785,0.03635655447366643,0.19952636603379192,0.28864349975417136,0.22018429900644815
online_experts.contextual_bandit.cumulative.p00,online_experts,contextual_bandit,cumulative,True,False,0ca16d86abdd67ebd01224ae3f6e8784da87531776390b5d8579ce37cfaf9422,3,0,3.0,4194304,0.2,0.2425,03ff5aa66cf1a820c42fde5edb67fe59f8738b0e,e0c3c04a958304c5b810675ee6d2af5368c24a8f55648fe3101f4c6c9643d88e,35c3e523d8b850eac09fc186f2dab219a37e5901e2106c1d34b55da46a447803,75000,1500,32212,42788,1877,349,13492,0.05827020985967962,0.008156492474525568,0.17989333333333332,0.054006729924872786,0.06267992784519423,0.0071429906630199,0.009332632886859378,0.055736460793357506,0.06088397290512451,270,133,0.8021426666666667,0.19785733333333336,0.28162393916982387,0.08429533287997817,0.16296410411838402,0.04066666666666666,0.010043333333333335,440,True,0.06975627736604936,0.05,0.07729223531282242,0.16666666666666666,0.6,0.24145212776776773,0.009562600027488767,0.0,0.02088140781585959,0.04,0.14285714285714285,0.06018108748173383,0.17989333333333335,0.18,0.05973264285315209,0.26,0.38,0.2855999999999999,0.19785733333333333,0.183,0.0878909834940738,0.311,0.7360000000000001,0.3856,0.28162393916982387,0.2599632219568786,0.12830775695324306,0.4471980613556734,1.0483196587454855,0.5575902007118492,0.08429533287997817,0.08391014373742044,0.017036317824520555,0.10686298606396707,0.1451377366296164,0.11494098858078025,0.16296410411838402,0.16408686450721272,0.030497153327746995,0.20127994879606634,0.26576613497987717,0.2143251989368981
online_experts.contextual_bandit.cumulative.p01,online_experts,contextual_bandit,cumulative,True,False,01c8f5f4383c255cec4c7319fa850b77cd3e0a8906275ce2a51936e4f9c7004f,3,0,3.0,4194304,0.2,0.2425,03ff5aa66cf1a820c42fde5edb67fe59f8738b0e,e0c3c04a958304c5b810675ee6d2af5368c24a8f55648fe3101f4c6c9643d88e,35c3e523d8b850eac09fc186f2dab219a37e5901e2106c1d34b55da46a447803,75000,1500,32212,42788,1956,589,13849,0.060722712032782816,0.013765541740674956,0.18465333333333334,0.057228903953656665,0.06425235751544807,0.01201046634557325,0.015425107762603566,0.05813886540540472,0.06338611632395263,296,139,0.7886753333333333,0.21132466666666666,0.30147344610140603,0.08848498570072706,0.15168076786543558,0.04933333333333333,0.004686666666666663,491,True,0.07372607551819313,0.05555555555555555,0.07942511339943299,0.16666666666666666,0.6666666666666666,0.25415887422455685,0.016797659390657207,0.0,0.030364978062517495,0.05263157894736842,0.26666666666666666,0.08629590676946602,0.18465333333333334,0.18,0.06070650560048916,0.26,0.36,0.29186666666666666,0.2113246666666667,0.19699999999999998,0.08852816835084501,0.33599999999999997,0.643,0.39436,0.30147344610140603,0.28128049236485186,0.13147370829609145,0.4732762874157487,0.9370952945500306,0.573480346570114,0.08848498570072706,0.08872027864878693,0.018208249305018395,0.11177057213761687,0.14917350850242664,0.12048187289942996,0.15168076786543558,0.15129017423618296,0.029369717962108532,0.19034344854217783,0.24142339103434343,0.20440552981985935
online_experts.contextual_bandit.fresh.p00,online_experts,contextual_bandit,fresh,True,False,f7ba0ba232a2f6db05ab7c1b00614525b693947c42cff78b6bea8964208ccdb7,3,0,3.0,4194304,0.2,0.2425,03ff5aa66cf1a820c42fde5edb67fe59f8738b0e,e0c3c04a958304c5b810675ee6d2af5368c24a8f55648fe3101f4c6c9643d88e,35c3e523d8b850eac09fc186f2dab219a37e5901e2106c1d34b55da46a447803,75000,1500,32212,42788,1874,349,13493,0.05817707686576431,0.008156492474525568,0.17990666666666666,0.053890031455302426,0.0620754309983091,0.006933234354629713,0.009364056771135906,0.05564525495047935,0.060788930106665945,270,133,0.8022140000000001,0.19778600000000002,0.28152648030275884,0.08429322943702501,0.16297818589484234,0.04066666666666666,0.010040000000000002,440,True,0.06959086383221479,0.05,0.07690473688451889,0.16666666666666666,0.6,0.2404997468153868,0.009562600027488767,0.0,0.02088140781585959,0.04,0.14285714285714285,0.06018108748173383,0.1799066666666667,0.18,0.05975721397640809,0.26,0.38,0.2857333333333333,0.197786,0.183,0.08793995036766092,0.311,0.7360000000000001,0.3856,0.2815264803027588,0.2599169935273457,0.12838453708558797,0.4471980613556734,1.0483196587454855,0.5575902007118492,0.08429322943702501,0.08391014373742044,0.01703834291746396,0.10686298606396707,0.1451377366296164,0.11494202855156324,0.16297818589484234,0.16408686450721272,0.03049962369925985,0.20127994879606634,0.26576613497987717,0.21432519893644175
online_experts.contextual_bandit.fresh.p01,online_experts,contextual_bandit,fresh,True,False,cfc3d29018def8b9fb46d71249929df07853348998d3acc21c7c8bdc1b64ce7a,3,0,3.0,4194304,0.2,0.2425,03ff5aa66cf1a820c42fde5edb67fe59f8738b0e,e0c3c04a958304c5b810675ee6d2af5368c24a8f55648fe3101f4c6c9643d88e,35c3e523d8b850eac09fc186f2dab219a37e5901e2106c1d34b55da46a447803,75000,1500,32212,42788,1956,589,13849,0.060722712032782816,0.013765541740674956,0.18465333333333334,0.05715419059984947,0.06454662934610829,0.012348710926605253,0.01536461440382651,0.05813886540540472,0.06338611632395263,296,139,0.7886753333333333,0.21132466666666666,0.30147344610140603,0.08848377966918508,0.15167696219602628,0.04933333333333333,0.004686666666666663,491,True,0.07372607551819313,0.05555555555555555,0.07942511339943299,0.16666666666666666,0.6666666666666666,0.25415887422455685,0.016797659390657207,0.0,0.030364978062517495,0.05263157894736842,0.26666666666666666,0.08629590676946602,0.18465333333333334,0.18,0.06070650560048916,0.26,0.36,0.29186666666666666,0.2113246666666667,0.19699999999999998,0.08852816835084501,0.33599999999999997,0.643,0.39436,0.30147344610140603,0.28128049236485186,0.13147370829609145,0.4732762874157487,0.9370952945500306,0.573480346570114,0.08848377966918508,0.08872027864878693,0.018208635581685527,0.11177057213761687,0.14917350850242664,0.1204796642457704,0.15167696219602628,0.15129017423618296,0.029371494879814324,0.19034344854217783,0.24142339103434343,0.20440552981985935
online_experts.hedge.cumulative.p00,online_experts,hedge,cumulative,True,False,0ac10bca2c1729feb9f8980eddb82d54ff8b80d7dcd27acf28c2c585614cde84,3,0,3.0,4194304,0.2,0.2425,03ff5aa66cf1a820c42fde5edb67fe59f8738b0e,e0c3c04a958304c5b810675ee6d2af5368c24a8f55648fe3101f4c6c9643d88e,35c3e523d8b850eac09fc186f2dab219a37e5901e2106c1d34b55da46a447803,75000,1500,32212,42788,1877,349,13492,0.05827020985967962,0.008156492474525568,0.17989333333333332,0.055015771335008776,0.06266785209149826,0.007086870369643599,0.00930072577405731,0.055736460793357506,0.06088397290512451,270,133,0.8021426666666667,0.19785733333333336,0.28162393916982387,0.08429533287997817,0.16296410411838402,0.04066666666666666,0.010043333333333335,440,True,0.06975627736604936,0.05,0.07729223531282242,0.16666666666666666,0.6,0.24145212776776773,0.009562600027488767,0.0,0.02088140781585959,0.04,0.14285714285714285,0.06018108748173383,0.17989333333333335,0.18,0.05973264285315209,0.26,0.38,0.2855999999999999,0.19785733333333333,0.183,0.0878909834940738,0.311,0.7360000000000001,0.3856,0.28162393916982387,0.2599632219568786,0.12830775695324306,0.4471980613556734,1.0483196587454855,0.5575902007118492,0.08429533287997817,0.08391014373742044,0.017036317824520555,0.10686298606396707,0.1451377366296164,0.11494098858078025,0.16296410411838402,0.16408686450721272,0.030497153327746995,0.20127994879606634,0.26576613497987717,0.2143251989368981
online_experts.hedge.cumulative.p01,online_experts,hedge,cumulative,True,False,c86f6b1b71fe24b1f853721811e81d000e88be3f5b4d37fa73dd5aa144669621,3,0,3.0,4194304,0.2,0.2425,03ff5aa66cf1a820c42fde5edb67fe59f8738b0e,e0c3c04a958304c5b810675ee6d2af5368c24a8f55648fe3101f4c6c9643d88e,35c3e523d8b850eac09fc186f2dab219a37e5901e2106c1d34b55da46a447803,75000,1500,32212,42788,1956,589,13849,0.060722712032782816,0.013765541740674956,0.18465333333333334,0.05647702027817031,0.065027955853039,0.01197743654727572,0.01538141393459492,0.05813886540540472,0.06338611632395263,296,139,0.7886753333333333,0.21132466666666666,0.30147344610140603,0.08848498570072706,0.15168076786543558,0.04933333333333333,0.004686666666666663,491,True,0.07372607551819313,0.05555555555555555,0.07942511339943299,0.16666666666666666,0.6666666666666666,0.25415887422455685,0.016797659390657207,0.0,0.030364978062517495,0.05263157894736842,0.26666666666666666,0.08629590676946602,0.18465333333333334,0.18,0.06070650560048916,0.26,0.36,0.29186666666666666,0.2113246666666667,0.19699999999999998,0.08852816835084501,0.33599999999999997,0.643,0.39436,0.30147344610140603,0.28128049236485186,0.13147370829609145,0.4732762874157487,0.9370952945500306,0.573480346570114,0.08848498570072706,0.08872027864878693,0.018208249305018395,0.11177057213761687,0.14917350850242664,0.12048187289942996,0.15168076786543558,0.15129017423618296,0.029369717962108532,0.19034344854217783,0.24142339103434343,0.20440552981985935
online_experts.hedge.fresh.p00,online_experts,hedge,fresh,True,False,60d617e2f2d156cf85f27bce182ce27c793b4f069c5339f5400d47ff1ff43c11,3,0,3.0,4194304,0.2,0.2425,03ff5aa66cf1a820c42fde5edb67fe59f8738b0e,e0c3c04a958304c5b810675ee6d2af5368c24a8f55648fe3101f4c6c9643d88e,35c3e523d8b850eac09fc186f2dab219a37e5901e2106c1d34b55da46a447803,75000,1500,32212,42788,1874,349,13493,0.05817707686576431,0.008156492474525568,0.17990666666666666,0.05404932332953139,0.0627091714625676,0.007003242916171939,0.00937575333251945,0.05564525495047935,0.060788930106665945,270,133,0.8022140000000001,0.19778600000000002,0.28152648030275884,0.08429322943702501,0.16297818589484234,0.04066666666666666,0.010040000000000002,440,True,0.06959086383221479,0.05,0.07690473688451889,0.16666666666666666,0.6,0.2404997468153868,0.009562600027488767,0.0,0.02088140781585959,0.04,0.14285714285714285,0.06018108748173383,0.1799066666666667,0.18,0.05975721397640809,0.26,0.38,0.2857333333333333,0.197786,0.183,0.08793995036766092,0.311,0.7360000000000001,0.3856,0.2815264803027588,0.2599169935273457,0.12838453708558797,0.4471980613556734,1.0483196587454855,0.5575902007118492,0.08429322943702501,0.08391014373742044,0.01703834291746396,0.10686298606396707,0.1451377366296164,0.11494202855156324,0.16297818589484234,0.16408686450721272,0.03049962369925985,0.20127994879606634,0.26576613497987717,0.21432519893644175
online_experts.hedge.fresh.p01,online_experts,hedge,fresh,True,False,7f13c98c0e590e36ab17ac940f6143013a4ef98e44b9f7dabb70f6a0e639bcfb,3,0,3.0,4194304,0.2,0.2425,03ff5aa66cf1a820c42fde5edb67fe59f8738b0e,e0c3c04a958304c5b810675ee6d2af5368c24a8f55648fe3101f4c6c9643d88e,35c3e523d8b850eac09fc186f2dab219a37e5901e2106c1d34b55da46a447803,75000,1500,32212,42788,1956,589,13849,0.060722712032782816,0.013765541740674956,0.18465333333333334,0.056852126488117605,0.0650659360824312,0.012374605109052552,0.015478334312167137,0.05813886540540472,0.06338611632395263,296,139,0.7886753333333333,0.21132466666666666,0.30147344610140603,0.08848377966918508,0.15167696219602628,0.04933333333333333,0.004686666666666663,491,True,0.07372607551819313,0.05555555555555555,0.07942511339943299,0.16666666666666666,0.6666666666666666,0.25415887422455685,0.016797659390657207,0.0,0.030364978062517495,0.05263157894736842,0.26666666666666666,0.08629590676946602,0.18465333333333334,0.18,0.06070650560048916,0.26,0.36,0.29186666666666666,0.2113246666666667,0.19699999999999998,0.08852816835084501,0.33599999999999997,0.643,0.39436,0.30147344610140603,0.28128049236485186,0.13147370829609145,0.4732762874157487,0.9370952945500306,0.573480346570114,0.08848377966918508,0.08872027864878693,0.018208635581685527,0.11177057213761687,0.14917350850242664,0.1204796642457704,0.15167696219602628,0.15129017423618296,0.029371494879814324,0.19034344854217783,0.24142339103434343,0.20440552981985935
oracle.oracle_label.oracle.p00,oracle,oracle_label,oracle,False,True,5291091bb91b12a63fb336c7914b33a198960496d5a60dfcd5baa6800c8dcd0e,0,0,0.05,128,0.0,0.0005019073486328125,03ff5aa66cf1a820c42fde5edb67fe59f8738b0e,e0c3c04a958304c5b810675ee6d2af5368c24a8f55648fe3101f4c6c9643d88e,35c3e523d8b850eac09fc186f2dab219a37e5901e2106c1d34b55da46a447803,75000,1500,32212,42788,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011451223889208384,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oracle.oracle_regime.oracle.p00,oracle,oracle_regime,oracle,False,True,f2917aef84660a1f250efc9cf44e5b7c8baef92e3154e07f25e4b35b391ffc44,0,0,0.05,128,0.0,0.0005019073486328125,03ff5aa66cf1a820c42fde5edb67fe59f8738b0e,e0c3c04a958304c5b810675ee6d2af5368c24a8f55648fe3101f4c6c9643d88e,35c3e523d8b850eac09fc186f2dab219a37e5901e2106c1d34b55da46a447803,75000,1500,32212,42788,0,1380,0,0.0,0.03225203328035898,0.0,0.0,0.0,0.028803133287556106,0.035899295304237994,0.0,0.00011451223889208384,0,0,0.9632,0.0368,0.06867912461033862,0.0,0.0,0.02266666666666667,0.005066666666666666,246,True,0.0,0.0,0.0,0.0,0.0,0.0,0.03663717857661306,0.0,0.06541149615020003,0.14285714285714285,0.3684210526315789,0.1933146454397358,0.0,0.0,0.0,0.0,0.0,0.0,0.0368,0.0,0.06687221645297345,0.16,0.36,0.19946666666666668,0.06867912461033861,0.0,0.1248046354425436,0.2943552873692891,0.6725533239670175,0.37230017632018125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pareto.epsilon_constraint.fixed.p00,pareto,epsilon_constraint,fixed,True,False,b277a03c71c65f42fd21a253f7a9d671eec5ccf60cde4e6ea759e82a4f398095,2,0,5.0,8388608,0.0,0.275,03ff5aa66cf1a820c42fde5edb67fe59f8738b0e,e0c3c04a958304c5b810675ee6d2af5368c24a8f55648fe3101f4c6c9643d88e,35c3e523d8b850eac09fc186f2dab219a37e5901e2106c1d34b55da46a447803,75000,1500,32212,42788,908,449,28017,0.02818825282503415,0.010493596335421147,0.37356,0.02545988012500741,0.030498624157262566,0.009256616110359156,0.012223705343395366,0.026407934054891696,0.03005431576176902,126,61,0.7108326666666668,0.28916733333333333,0.4126024536524172,0.08978400864556765,0.17593092367348204,0.016666666666666666,-0.0050766666666666686,266,True,0.030271960872597998,0.0,0.04517734080680739,0.09090909090909091,0.375,0.13272099930137074,0.010898614228669553,0.0,0.021062929667176156,0.041666666666666664,0.14285714285714285,0.06108840871572978,0.37356,0.36,0.12123088055441979,0.54,0.74,0.5830666666666667,0.28916733333333333,0.28700000000000003,0.09299553752495629,0.413,0.657,0.45942,0.41260245365241727,0.4038976253161879,0.14171590509586574,0.602552027415709,1.12950891121895,0.6772006004326901,0.08978400864556765,0.08811318588699127,0.01823730997682477,0.11322102623360882,0.17642410942299708,0.12499497641234783,0.17593092367348204,0.17429032317811965,0.03149358599283166,0.21629756391902144,0.30165437037082715,0.23489373757979165
pareto.epsilon_constraint.fixed.p01,pareto,epsilon_constraint,fixed,True,False,b3dec92a4a12ef8fb2764f7703b37c0922c9aad8b7f0eed4a9c645bac800f31f,2,0,5.0,8388608,0.0,0.275,03ff5aa66cf1a820c42fde5edb67fe59f8738b0e,e0c3c04a958304c5b810675ee6d2af5368c24a8f55648fe3101f4c6c9643d88e,35c3e523d8b850eac09fc186f2dab219a37e5901e2106c1d34b55da46a447803,75000,1500,32212,42788,408,612,27776,0.012666087172482304,0.014303075628680939,0.37034666666666666,0.010996399687096097,0.014214914749123274,0.012637566835973106,0.015904305630154356,0.011473448227091534,0.01394776436785888,56,24,0.7276746666666667,0.27232533333333336,0.3907616678341806,0.08768062857129212,0.17847305602388755,0.012,-0.005473333333333336,210,True,0.013499238403323531,0.0,0.029950476260629397,0.05263157894736842,0.2727272727272727,0.08733031915573683,0.015160885622891456,0.0,0.025873959696894336,0.05263157894736842,0.1875,0.07527534984527517,0.37034666666666666,0.37,0.12257084953428182,0.54,0.72,0.5814666666666667,0.2723253333333333,0.273,0.0870959365195772,0.3891000000000001,0.657,0.42669999999999997,0.39076166783418065,0.37856930402810013,0.14068070871171112,0.5850578639737501,1.1307728636661603,0.6553426314285196,0.08768062857129212,0.08636516996747742,0.017886692100296683,0.11062212644559619,0.17058699541191963,0.12162027652871522,0.17847305602388755,0.1772778626846511,0.031282391077597504,0.21915615672105768,0.28953057417261485,0.23662810893538364
pareto.epsilon_constraint.fixed.p02,pareto,epsilon_constraint,fixed,True,False,6ad4a42918774842c2b24d5a8ecd9283dffae506acf2bb8a11d30fe14ab95759,2,0,5.0,8388608,0.0,0.275,03ff5aa66cf1a820c42fde5edb67fe59f8738b0e,e0c3c04a958304c5b810675ee6d2af5368c24a8f55648fe3101f4c6c9643d88e,35c3e523d8b850eac09fc186f2dab219a37e5901e2106c1d34b55da46a447803,75000,1500,32212,42788,259,799,28184,0.008040481808021855,0.01867345984855567,0.37578666666666666,0.00663784898408744,0.009529034817733126,0.01706500327165582,0.020346356362248064,0.007094252854569091,0.009076963769300703,37,12,0.7247586666666668,0.27524133333333334,0.39634420257061087,0.08848132264715017,0.1739041347312622,0.012,-0.005193333333333337,222,True,0.008545602088963851,0.0,0.022338453969430794,0.04,0.16666666666666666,0.06605936119791622,0.019834747498691633,0.0,0.029528110237599877,0.06060606060606061,0.1875,0.08659342638721675,0.3757866666666667,0.38,0.12207039426312818,0.54,0.76,0.5878666666666668,0.27524133333333334,0.27349999999999997,0.0852745942522677,0.3825000000000007,0.623,0.42633333333333334,0.3963442025706108,0.3853859934055094,0.14333872533315312,0.5922837322308496,0.9248274072459359,0.6698999503486618,0.08848132264715017,0.0872951086036214,0.018368711058067484,0.11227517834849444,0.17019255068285957,0.12321651828497787,0.1739041347312622,0.17254608854605732,0.03166524613606208,0.21455914780127278,0.31518991575893407,0.23292328826669703
pareto.ipro_pareto_set.fixed.p00,pareto,ipro_pareto_set,fixed,True,False,779adc4f04be4d28ebd291417f21844627d9838b14dab4e05e398bb71b619f80,2,0,5.0,8388608,0.0,0.275,03ff5aa66cf1a820c42fde5edb67fe59f8738b0e,e0c3c04a958304c5b810675ee6d2af5368c24a8f55648fe3101f4c6c9643d88e,35c3e523d8b850eac09fc186f2dab219a37e5901e2106c1d34b55da46a447803,75000,1500,32212,42788,908,449,28017,0.02818825282503415,0.010493596335421147,0.37356,0.0260008489972497,0.030865574649969807,0.009286262792665808,0.011881411396106998,0.026407934054891696,0.03005431576176902,126,61,0.7108326666666668,0.28916733333333333,0.4126024536524172,0.08978400864556765,0.17593092367348204,0.016666666666666666,-0.0050766666666666686,266,True,0.030271960872597998,0.0,0.04517734080680739,0.09090909090909091,0.375,0.13272099930137074,0.010898614228669553,0.0,0.021062929667176156,0.041666666666666664,0.14285714285714285,0.06108840871572978,0.37356,0.36,0.12123088055441979,0.54,0.74,0.5830666666666667,0.28916733333333333,0.28700000000000003,0.09299553752495629,0.413,0.657,0.45942,0.41260245365241727,0.4038976253161879,0.14171590509586574,0.602552027415709,1.12950891121895,0.6772006004326901,0.08978400864556765,0.08811318588699127,0.01823730997682477,0.11322102623360882,0.17642410942299708,0.12499497641234783,0.17593092367348204,0.17429032317811965,0.03149358599283166,0.21629756391902144,0.30165437037082715,0.23489373757979165
pareto.ipro_pareto_set.fixed.p01,pareto,ipro_pareto_set,fixed,True,False,bed43b8d4c50d7ab8d57872925aff7f4d140826b60499cd9298283159fd768ce,2,0,5.0,8388608,0.0,0.275,03ff5aa66cf1a820c42fde5edb67fe59f8738b0e,e0c3c04a958304c5b810675ee6d2af5368c24a8f55648fe3101f4c6c9643d88e,35c3e523d8b850eac09fc186f2dab219a37e5901e2106c1d34b55da46a447803,75000,1500,32212,42788,408,612,27776,0.012666087172482304,0.014303075628680939,0.37034666666666666,0.010743225434252438,0.014266130917174743,0.012765142014246719,0.015803406797108493,0.011473448227091534,0.01394776436785888,56,24,0.7276746666666667,0.27232533333333336,0.3907616678341806,0.08768062857129212,0.17847305602388755,0.012,-0.005473333333333336,210,True,0.013499238403323531,0.0,0.029950476260629397,0.05263157894736842,0.2727272727272727,0.08733031915573683,0.015160885622891456,0.0,0.025873959696894336,0.05263157894736842,0.1875,0.07527534984527517,0.37034666666666666,0.37,0.12257084953428182,0.54,0.72,0.5814666666666667,0.2723253333333333,0.273,0.0870959365195772,0.3891000000000001,0.657,0.42669999999999997,0.39076166783418065,0.37856930402810013,0.14068070871171112,0.5850578639737501,1.1307728636661603,0.6553426314285196,0.08768062857129212,0.08636516996747742,0.017886692100296683,0.11062212644559619,0.17058699541191963,0.12162027652871522,0.17847305602388755,0.1772778626846511,0.031282391077597504,0.21915615672105768,0.28953057417261485,0.23662810893538364
pareto.ipro_pareto_set.fixed.p02,pareto,ipro_pareto_set,fixed,True,False,daf97b8418ae4cfe1bb0394089f21a02eb12c635dc3dd382e52a8127a4118d5f,2,0,5.0,8388608,0.0,0.275,03ff5aa66cf1a820c42fde5edb67fe59f8738b0e,e0c3c04a958304c5b810675ee6d2af5368c24a8f55648fe3101f4c6c9643d88e,35c3e523d8b850eac09fc186f2dab219a37e5901e2106c1d34b55da46a447803,75000,1500,32212,42788,259,799,28184,0.008040481808021855,0.01867345984855567,0.37578666666666666,0.006773759625989542,0.009368307470236299,0.017108300277799943,0.020401955719331673,0.007094252854569091,0.009076963769300703,37,12,0.7247586666666668,0.27524133333333334,0.39634420257061087,0.08848132264715017,0.1739041347312622,0.012,-0.005193333333333337,222,True,0.008545602088963851,0.0,0.022338453969430794,0.04,0.16666666666666666,0.06605936119791622,0.019834747498691633,0.0,0.029528110237599877,0.06060606060606061,0.1875,0.08659342638721675,0.3757866666666667,0.38,0.12207039426312818,0.54,0.76,0.5878666666666668,0.27524133333333334,0.27349999999999997,0.0852745942522677,0.3825000000000007,0.623,0.42633333333333334,0.3963442025706108,0.3853859934055094,0.14333872533315312,0.5922837322308496,0.9248274072459359,0.6698999503486618,0.08848132264715017,0.0872951086036214,0.018368711058067484,0.11227517834849444,0.17019255068285957,0.12321651828497787,0.1739041347312622,0.17254608854605732,0.03166524613606208,0.21455914780127278,0.31518991575893407,0.23292328826669703
pareto.preference_conditioned.fixed.p00,pareto,preference_conditioned,fixed,True,False,8a84daa2c128dec7e40d33328fae2064901f45fb803dc6fb6c3b100296ed0081,2,0,5.0,8388608,0.0,0.275,03ff5aa66cf1a820c42fde5edb67fe59f8738b0e,e0c3c04a958304c5b810675ee6d2af5368c24a8f55648fe3101f4c6c9643d88e,35c3e523d8b850eac09fc186f2dab219a37e5901e2106c1d34b55da46a447803,75000,1500,32212,42788,908,449,28017,0.02818825282503415,0.010493596335421147,0.37356,0.025257816098122485,0.03077399398358899,0.009292290257373853,0.011677779792626854,0.026407934054891696,0.03005431576176902,126,61,0.7108326666666668,0.28916733333333333,0.4126024536524172,0.08978400864556765,0.17593092367348204,0.016666666666666666,-0.0050766666666666686,266,True,0.030271960872597998,0.0,0.04517734080680739,0.09090909090909091,0.375,0.13272099930137074,0.010898614228669553,0.0,0.021062929667176156,0.041666666666666664,0.14285714285714285,0.06108840871572978,0.37356,0.36,0.12123088055441979,0.54,0.74,0.5830666666666667,0.28916733333333333,0.28700000000000003,0.09299553752495629,0.413,0.657,0.45942,0.41260245365241727,0.4038976253161879,0.14171590509586574,0.602552027415709,1.12950891121895,0.6772006004326901,0.08978400864556765,0.08811318588699127,0.01823730997682477,0.11322102623360882,0.17642410942299708,0.12499497641234783,0.17593092367348204,0.17429032317811965,0.03149358599283166,0.21629756391902144,0.30165437037082715,0.23489373757979165
